iter	RMSE
736	0.09297067151
737	0.09282952993
738	0.09267235556
739	0.09246844347
740	0.09237878842
741	0.09223015663
742	0.09204552412
743	0.09186720057
744	0.09173020902
745	0.09153392868
746	0.09137720285
747	0.09136094541
748	0.09116632779
749	0.09105478919
750	0.09087519119
751	0.0907432228
752	0.09058309744
753	0.09043431485
754	0.09017791901
755	0.09002655527
756	0.08982663739
757	0.08962952374
758	0.08961895667
759	0.0894459031
760	0.08932876745
761	0.08925342007
762	0.08908261565
763	0.08891220145
764	0.088885463
765	0.08873184591
766	0.08859680081
767	0.08844351576
768	0.08828000768
769	0.08809565316
770	0.0880280258
771	0.08785253007
772	0.08765272595
773	0.08749653374
774	0.08738380372
775	0.08722236778
776	0.08709301866
777	0.08696849868
778	0.08679304904
779	0.08664715823
780	0.08655704032
781	0.08643614498
782	0.0862847745
783	0.08627562374
784	0.08602882832
785	0.08584671222
786	0.08567010599
787	0.08555793971
788	0.08544865111
789	0.08537250951
790	0.08524464409
791	0.08507669087
792	0.08493991424
793	0.08490928798
794	0.08475815986
795	0.08472036208
796	0.08460903906
797	0.08446784805
798	0.08433674444
799	0.08419753107
800	0.08397912531
801	0.08383278442
802	0.08369164374
803	0.08357878028
804	0.08345038456
805	0.08329174102
806	0.08313529806
807	0.08296149328
808	0.08290888623
809	0.0827506105
810	0.08259485717
811	0.08247689671
812	0.08230676328
813	0.08207519716
814	0.08199873761
815	0.08186011343
816	0.08176914121
817	0.08162319667
818	0.08152271409
819	0.08136125851
820	0.08125507354
821	0.08114533104
822	0.0810573881
823	0.08094368639
824	0.08087097483
825	0.0806920368
826	0.08049534183
827	0.08029295915
828	0.08018704088
829	0.08005062677
830	0.07989979028
831	0.07980151333
832	0.07954670775
833	0.07936225297
834	0.07917787142
835	0.07903512299
836	0.07887336597
837	0.0787514517
838	0.07863463353
839	0.078479694
840	0.07832319431
841	0.07822079983
842	0.0780514923
843	0.07792913734
844	0.07776034517
845	0.07763025178
846	0.0775734265
847	0.07750746801
848	0.07739934046
849	0.07725611161
850	0.07706055407
851	0.07698368227
852	0.07686637014
853	0.0767006454
854	0.07659213272
855	0.07635540845
856	0.07623030014
857	0.07611751045
858	0.07603224023
859	0.07589767976
860	0.07578681987
861	0.07568335509
862	0.07554526176
863	0.07546183366
864	0.07524823541
865	0.07516654504
866	0.07509519627
867	0.07499439571
868	0.07483776535
869	0.0747152967
870	0.0745684789
871	0.07442100707
872	0.0743348312
873	0.07424479268
874	0.07412301975
875	0.07396371606
876	0.07384590381
877	0.07369423779
878	0.07355874313
879	0.07340565285
880	0.07329902787
881	0.07317656575
882	0.07308345873
883	0.07299674034
884	0.07288632058
885	0.07277821118
886	0.07271067376
887	0.0725931977
888	0.07245750407
889	0.07238029271
890	0.07228991559
891	0.07212863721
892	0.07204743227
893	0.07191764841
894	0.07179526991
895	0.07169368412
896	0.07161896955
897	0.07151589751
898	0.07137467227
899	0.07128021777
900	0.07119712946
901	0.07108892518
902	0.07104835109
903	0.07100703783
904	0.07085983746
905	0.07084877715
906	0.07080594289
907	0.07059989708
908	0.07048540753
909	0.0702908366
910	0.07015203975
911	0.07007630154
912	0.07002091779
913	0.06990998016
914	0.06979801837
915	0.06968387916
916	0.06954255522
917	0.06947167213
918	0.06935122684
919	0.0691968106
920	0.06918965318
921	0.06909526912
922	0.06897596787
923	0.06882707351
924	0.06872342145
925	0.06871731263
926	0.06860881734
927	0.06852482439
928	0.06843529608
929	0.06825036765
930	0.06817740265
931	0.06806618916
932	0.06793926783
933	0.06776487247
934	0.06761848166
935	0.06754850011
936	0.0674030534
937	0.06728958938
938	0.06708511065
939	0.06707291907
940	0.06698974862
941	0.06689673367
942	0.06679692199
943	0.06666987165
944	0.06659465056
945	0.0664632016
946	0.06640111076
947	0.06624831741
948	0.06613575406
949	0.06600462544
950	0.06590885809
951	0.06585704738
952	0.06577164699
953	0.06564279304
954	0.06552226038
955	0.06544121789
956	0.06537935418
957	0.06523446294
958	0.06513681836
959	0.06501559388
960	0.06490969157
961	0.06481970097
962	0.06467738315
963	0.06456198655
964	0.06446462067
965	0.06439753291
966	0.06424564805
967	0.06423504916
968	0.06415469553
969	0.06405172866
970	0.06393995745
971	0.06385220509
972	0.06375187635
973	0.06370045308
974	0.06363899117
975	0.0635597819
976	0.06344518338
977	0.06334312101
978	0.06321955344
979	0.06311436768
980	0.06301770988
981	0.06291376184
982	0.06279779698
983	0.06268831681
984	0.06264100127
985	0.06257654705
986	0.06246488552
987	0.06240933439
988	0.06229920006
989	0.06219249947
990	0.06213307075
991	0.06201699519
992	0.06189638301
993	0.06179099324
994	0.06170098652
995	0.06168287563
996	0.06159588063
997	0.06147145229
998	0.0614017328
999	0.06124761964
1000	0.06115345065
1001	0.06104800606
1002	0.06094508321
1003	0.06082596384
1004	0.06069290561
1005	0.0606178736
1006	0.06047294357
1007	0.06028174938
1008	0.06013279289
1009	0.06003182317
1010	0.05996282701
1011	0.05985941406
1012	0.05979811283
1013	0.05971547055
1014	0.05960462053
1015	0.05954538653
1016	0.05943511047
1017	0.05938158087
1018	0.0593201195
1019	0.05926300722
1020	0.05917931451
1021	0.05906152043
1022	0.05900308845
1023	0.0589270946
1024	0.05885799545
1025	0.05877995037
1026	0.05867919766
1027	0.05863073689
1028	0.05856412901
1029	0.05848974214
1030	0.05844422849
1031	0.05833347751
1032	0.05817044163
1033	0.05809831701
1034	0.05802789909
1035	0.057919892
1036	0.05780543022
1037	0.05768772145
1038	0.05756190285
1039	0.05752371729
1040	0.05745746073
1041	0.05740160929
1042	0.05726847148
1043	0.05718185205
1044	0.05707152939
1045	0.05691963412
1046	0.05688463841
1047	0.056828992
1048	0.05676159236
1049	0.05670245659
1050	0.05657708663
1051	0.05643027407
1052	0.05626004825
1053	0.05617609488
1054	0.05610352266
1055	0.05600438716
1056	0.05587835436
1057	0.05579219277
1058	0.05573163324
1059	0.0556341861
1060	0.05555415644
1061	0.05552700375
1062	0.05548367639
1063	0.05539718201
1064	0.05530045524
1065	0.05524468811
1066	0.05519138903
1067	0.05514919848
1068	0.0550686885
1069	0.05499449641
1070	0.05491226386
1071	0.05482622096
1072	0.05474066515
1073	0.05466959132
1074	0.0545937962
1075	0.05453981196
1076	0.05445096528
1077	0.054414706
1078	0.05432041238
1079	0.0542224284
1080	0.05414691161
1081	0.05405419595
1082	0.05396488374
1083	0.05389848707
1084	0.05379798718
1085	0.0536867142
1086	0.05360395922
1087	0.05351096525
1088	0.05338862552
1089	0.05333158655
1090	0.05321439759
1091	0.05316763664
1092	0.05309211947
1093	0.05300015273
1094	0.05291165066
1095	0.05287014176
1096	0.05280120444
1097	0.05273775811
1098	0.05261036601
1099	0.05252376575
1100	0.05237920977
1101	0.05228465608
1102	0.05222598848
1103	0.05213353161
1104	0.05205735322
1105	0.0519676035
1106	0.05195647042
1107	0.05189548781
1108	0.05182636626
1109	0.05171906117
1110	0.05164187839
1111	0.05155758016
1112	0.05144742955
1113	0.05137112273
1114	0.05128631669
1115	0.05121352546
1116	0.05116149687
1117	0.05104634145
1118	0.05096647818
1119	0.05092797374
1120	0.05088246933
1121	0.05078419676
1122	0.05069906915
1123	0.05059702412
1124	0.05053591718
1125	0.05042503547
1126	0.05033007875
1127	0.05024956517
1128	0.05016279333
1129	0.05001450743
1130	0.049932424
1131	0.0498695357
1132	0.04980714729
1133	0.04973061454
1134	0.04969776113
1135	0.04958950756
1136	0.0494774432
1137	0.04943097165
1138	0.04935052558
1139	0.04922811378
1140	0.04915406494
1141	0.04904232933
1142	0.04894772565
1143	0.04888723958
1144	0.04878908802
1145	0.04867359888
1146	0.04861713933
1147	0.04859322181
1148	0.04850590258
1149	0.04846697874
1150	0.04838120704
1151	0.04825052393
1152	0.0481669406
1153	0.04808079955
1154	0.04804615165
1155	0.04796247825
1156	0.04788136045
1157	0.04775770892
1158	0.04768486026
1159	0.04758302791
1160	0.04752379462
1161	0.04742365144
1162	0.04738013662
1163	0.04731454874
1164	0.04720498386
1165	0.04712712673
1166	0.04707042264
1167	0.04700875308
1168	0.04693629923
1169	0.0468419096
1170	0.0467939207
1171	0.04672358802
1172	0.04666129672
1173	0.04660016447
1174	0.0464983485
1175	0.04640936336
1176	0.04635890653
1177	0.04621798548
1178	0.04615853163
1179	0.04609920322
1180	0.0460158481
1181	0.04598945592
1182	0.04584867019
1183	0.0457768177
1184	0.04569873823
1185	0.04564456444
1186	0.04563989377
1187	0.04560038424
1188	0.04553079355
1189	0.04545189763
1190	0.04539514238
1191	0.04532573925
1192	0.04527138084
1193	0.04520701607
1194	0.04509872327
1195	0.04505520364
1196	0.04497027288
1197	0.04487040129
1198	0.04481789761
1199	0.04473592437
